epoch,train_node_loss,train_net_loss,val_node_loss,val_net_loss
0,361.33228759765626,668.2891235351562,175.50848388671875,530.9151611328125
1,340.4872650146484,637.5950378417969,163.43231201171875,505.0498962402344
2,322.9366851806641,609.7080871582032,151.94796752929688,477.97869873046875
3,304.0631500244141,578.0541931152344,140.2053680419922,447.0859680175781
4,282.6866760253906,541.5911987304687,129.0658416748047,412.1065673828125
5,263.1703140258789,502.6369384765625,118.41271209716797,373.69049072265625
6,243.2407958984375,459.2044708251953,108.69970703125,332.4648742675781
7,223.79268493652344,410.57488708496095,100.71893310546875,289.0257263183594
8,201.60812377929688,361.917138671875,95.7766342163086,243.63043212890625
9,182.9468765258789,307.22861938476564,94.1624526977539,199.45521545410156
10,170.89044342041015,258.8453872680664,96.39393615722656,157.0760498046875
11,161.812410736084,208.81470642089843,102.48490142822266,120.94657897949219
12,155.93030700683593,166.50628967285155,110.78422546386719,92.826171875
13,153.9968574523926,131.68478813171387,119.4378890991211,74.46454620361328
14,153.84157943725586,110.07205734252929,126.1125717163086,65.35637664794922
15,153.47528533935548,97.44991035461426,128.64654541015625,64.18966674804688
16,153.41611022949218,93.68024444580078,126.45367431640625,67.8349380493164
17,153.6385139465332,91.95289459228516,122.77040100097656,71.85635375976562
18,152.81610717773438,92.04472045898437,121.61750030517578,72.60980224609375
19,153.49384307861328,92.43278884887695,118.08462524414062,72.24138641357422
20,153.40617141723632,92.37790756225586,116.12029266357422,69.64202117919922
21,152.95419845581054,91.80939254760742,119.37522888183594,67.74420928955078
22,152.5868347167969,91.45871047973633,119.26032257080078,67.99677276611328
23,152.89017486572266,91.28615646362304,120.89543914794922,68.50015258789062
24,152.57118301391603,91.4827507019043,120.59921264648438,67.61173248291016
25,152.7308692932129,91.15333862304688,119.26464080810547,67.1361083984375
26,152.91965103149414,91.13116989135742,121.12629699707031,67.052978515625
27,153.31667861938476,91.13237075805664,118.1336669921875,67.25826263427734
28,152.5753921508789,91.93385314941406,118.82257843017578,69.24542999267578
29,152.8388572692871,91.10238265991211,120.68997955322266,68.46098327636719
30,152.60559158325196,91.23131256103515,120.79322052001953,67.57443237304688
31,152.81666793823243,91.190478515625,118.4132080078125,67.03160858154297
32,152.49495315551758,91.08152236938477,118.21805572509766,68.00041198730469
33,152.7588981628418,91.06779708862305,119.38297271728516,68.81475830078125
34,152.53859176635743,90.54738082885743,117.85263061523438,67.97230529785156
35,152.6778694152832,90.37900009155274,119.01221466064453,67.96044921875
36,152.9512954711914,90.43320159912109,120.79786682128906,67.70606994628906
37,152.8610046386719,90.28301849365235,118.08192443847656,67.46038055419922
38,152.41913070678712,90.79425163269043,118.17939758300781,67.69353485107422
39,152.62572784423827,90.07570762634278,119.3094711303711,68.09172058105469
40,152.52572174072264,90.36587066650391,119.54228973388672,69.107421875
41,152.56607971191406,90.32507553100587,117.90298461914062,69.60890197753906
42,152.62141189575195,90.69913063049316,116.67843627929688,67.13963317871094
43,152.240225982666,91.16155776977538,117.9249267578125,69.62783813476562
44,152.31292343139648,90.6003631591797,118.27555847167969,69.71049499511719
45,152.33152770996094,89.9927474975586,119.31636810302734,69.32025909423828
46,152.45904541015625,90.8588249206543,118.30011749267578,68.16121673583984
47,152.85879821777343,89.993115234375,122.09339904785156,68.1263427734375
48,152.36397857666014,90.15563087463379,121.96881103515625,67.6073226928711
49,153.41721267700194,89.81450386047364,117.8171615600586,67.81996154785156
50,152.9446922302246,89.34867782592774,121.61237335205078,68.70987701416016
51,152.24671478271483,89.9394775390625,120.1111831665039,68.29234313964844
52,152.31181640625,90.27130126953125,119.70335388183594,71.21272277832031
53,152.55719299316405,90.1281623840332,117.34380340576172,70.60336303710938
54,152.42703170776366,89.37696228027343,117.01068115234375,69.68037414550781
55,152.01612854003906,89.64195137023925,118.51773834228516,69.39154815673828
56,152.7652816772461,89.36194381713867,122.21849822998047,69.04024505615234
57,152.50235824584962,89.45399398803711,123.80101776123047,67.00297546386719
58,151.89594039916992,90.493696975708,121.20556640625,67.45005798339844
59,152.35579986572264,89.9178855895996,119.42013549804688,71.96134948730469
60,152.4880172729492,90.81272354125977,121.5430908203125,71.47391510009766
61,152.06968460083007,90.38488311767578,120.9464111328125,69.64936065673828
62,154.21664276123047,89.72827835083008,114.94579315185547,68.30178833007812
63,151.6484344482422,89.86265563964844,118.10598754882812,68.27851104736328
64,151.48540420532225,89.45814628601075,119.71951293945312,68.83621215820312
65,152.16567153930663,89.43796272277832,122.64734649658203,68.99526977539062
66,151.64436950683594,89.0444725036621,120.62852478027344,68.69750213623047
67,150.97314224243163,89.03972282409669,119.94344329833984,68.4276351928711
68,151.8378158569336,89.69934844970703,116.92715454101562,66.76854705810547
69,151.6921028137207,88.54966316223144,123.23866271972656,69.1681900024414
70,151.6136932373047,88.93455657958984,122.62581634521484,69.25360870361328
71,151.61274642944335,88.52116813659669,118.67676544189453,68.48771667480469
72,150.53170623779297,90.402685546875,120.5669174194336,67.88216400146484
73,150.2838050842285,91.94173889160156,119.02168273925781,74.44590759277344
74,151.0404083251953,91.52286224365234,118.17155456542969,70.82817077636719
75,150.0481201171875,90.12618484497071,119.01238250732422,68.50041961669922
76,149.85566253662108,89.72941513061524,119.31126403808594,67.19581604003906
77,150.4235595703125,88.96668090820313,125.52256774902344,67.57764434814453
78,149.4414810180664,88.99366188049316,122.7144546508789,68.0582275390625
79,147.97199096679688,88.63583908081054,115.46666717529297,67.38813018798828
80,153.83840408325196,89.88882980346679,114.61847686767578,66.66915130615234
81,145.45044708251953,88.79714126586914,125.6610336303711,70.90792846679688
82,150.7524055480957,89.16605758666992,128.35928344726562,70.4164047241211
83,150.33526229858398,88.1092758178711,126.17767333984375,69.93114471435547
84,148.48010940551757,88.0367588043213,121.94255065917969,68.50283813476562
85,147.66946029663086,88.20873718261718,120.80223846435547,67.55010986328125
86,146.77779312133788,88.16348838806152,118.82141876220703,68.0036392211914
87,146.89275512695312,87.89708023071289,120.7310791015625,67.3888931274414
88,148.57749557495117,89.08435134887695,116.45869445800781,66.42108917236328
89,144.22112503051758,90.9168914794922,128.10205078125,73.85208892822266
90,149.9705581665039,90.34107894897461,131.12132263183594,70.81742858886719
91,144.0003318786621,88.80083923339843,120.67388153076172,66.4583740234375
92,148.72833251953125,89.01925201416016,114.45085906982422,68.6830062866211
93,144.323983001709,88.57177200317383,129.03504943847656,69.87020874023438
94,145.7948211669922,88.04266128540038,129.42935180664062,68.69651794433594
95,144.31443481445314,86.79899978637695,124.29566955566406,67.15231323242188
96,145.4886001586914,88.26526222229003,129.478271484375,67.62129211425781
97,143.19892196655275,88.2542797088623,122.1520767211914,66.58251190185547
98,143.55416412353514,86.25322151184082,129.4710235595703,69.35910034179688
99,142.0750732421875,87.5238052368164,123.15169525146484,67.70671081542969
100,152.23389434814453,88.15121917724609,119.4913558959961,65.54840087890625
101,146.22027511596679,87.53265800476075,142.19955444335938,71.74006652832031
102,147.91106262207032,88.7678009033203,141.8624267578125,72.6409683227539
103,148.44281463623048,87.59151268005371,122.89939880371094,66.52416229248047
104,146.12728271484374,88.32671890258788,126.90885162353516,69.24805450439453
105,141.58574523925782,86.23944664001465,127.92398834228516,69.73282623291016
106,141.72894821166992,86.13042678833008,125.24767303466797,69.7209701538086
107,141.03111572265624,87.21583518981933,125.53675079345703,66.2198715209961
108,139.7277862548828,85.42501678466797,125.05696105957031,67.55073547363281
109,138.71957778930664,85.15872535705566,127.241455078125,67.42494201660156
110,139.06803131103516,86.43889465332032,123.78575134277344,69.10148620605469
111,140.4767951965332,84.98315696716308,126.22303771972656,66.92192077636719
112,141.92475204467775,85.19480171203614,129.85609436035156,68.01947021484375
113,139.90631561279298,85.65648345947265,123.50302124023438,67.8572998046875
114,140.95785827636718,86.36777305603027,129.8846435546875,68.46597290039062
115,138.0620330810547,84.69055480957032,122.6483383178711,67.43624877929688
116,137.3786590576172,84.72950325012206,131.38014221191406,71.16847229003906
117,138.24425201416017,86.2330322265625,128.64535522460938,66.97675323486328
118,136.86567611694335,85.13375091552734,124.53636169433594,64.91792297363281
119,135.35938110351563,86.09954833984375,130.55780029296875,73.828857421875
120,139.28462829589844,85.74050750732422,130.9091796875,66.88304138183594
121,139.97986526489257,85.01904792785645,144.24429321289062,66.60304260253906
122,137.46052932739258,83.87746887207031,118.451904296875,67.01544189453125
123,137.64740447998048,86.21504821777344,124.24234771728516,71.68568420410156
124,133.99149169921876,83.48465080261231,131.89797973632812,67.97041320800781
125,135.91869888305663,82.87999420166015,134.3678741455078,67.51509094238281
