function,nc,tt,ct
"('<frozen importlib._bootstrap>', 1017, '_handle_fromlist')",2,7.100000000000001e-06,9.100000000000001e-06
"('_collections_abc.py', 664, '__contains__')",8,5.600000000000001e-06,1.22e-05
"('functools.py', 404, '__get__')",2,1.3700000000000001e-05,1.56e-05
"('__init__.py', 47, 'create_string_buffer')",2,5.69e-05,5.910000000000001e-05
"('_weakrefset.py', 16, '__init__')",4,6.7e-06,6.7e-06
"('_weakrefset.py', 20, '__enter__')",4,1.1000000000000001e-05,1.6800000000000002e-05
"('_weakrefset.py', 26, '__exit__')",4,2.33e-05,2.79e-05
"('_weakrefset.py', 52, '_commit_removals')",4,3.2000000000000003e-06,3.2000000000000003e-06
"('_weakrefset.py', 58, '__iter__')",6,2.33e-05,7.47e-05
"('_weakrefset.py', 81, 'add')",2,7.8e-06,1.4900000000000001e-05
"('_weakrefset.py', 106, 'remove')",2,1.0300000000000001e-05,3.54e-05
"('threading.py', 513, 'is_set')",2,1.4000000000000001e-06,1.4000000000000001e-06
"('_compile.py', 9, 'is_compiling')",336,0.00047040000000000005,0.00047040000000000005
"('_tensor.py', 429, 'backward')",3,4.99e-05,35.5771226
"('_tensor.py', 906, '__iter__')",4,1.9200000000000003e-05,0.0001551
"('_tensor.py', 928, '__hash__')",246,7.09e-05,0.00013900000000000002
"('__init__.py', 78, '_is_compiled')",3,3.2000000000000003e-06,5.9e-06
"('__init__.py', 82, 'is_available')",3,8.200000000000001e-06,1.8900000000000002e-05
"('functional.py', 45, 'broadcast_tensors')",8,9.630000000000001e-05,0.00021020000000000001
"('__init__.py', 31, '__get__')",24,2.83e-05,5.92e-05
"('module.py', 1188, '_call_impl')",432,0.49869640000000004,24.4729132
"('module.py', 1256, '__getattr__')",580,0.0019102000000000001,0.0019102000000000001
"('linear.py', 113, 'forward')",152,0.001567,4.091372600000001
"('functional.py', 1446, 'relu')",24,0.00016240000000000002,0.42921610000000004
"('functional.py', 1618, 'leaky_relu')",64,0.00046300000000000003,4.2522530000000005
"('functional.py', 2500, 'layer_norm')",24,0.0003142,1.3886244
"('functional.py', 3264, 'mse_loss')",8,0.00010180000000000001,0.0092802
"('_VF.py', 26, '__getattr__')",8,1.4700000000000002e-05,2.46e-05
"('_reduction.py', 7, 'get_enum')",8,9.9e-06,9.9e-06
"('_jit_internal.py', 1082, 'is_scripting')",483,0.0001627,0.0001627
"('activation.py', 101, 'forward')",24,0.0001499,0.429366
"('~', 0, '<built-in method torch._C._get_tracing_state>')",436,0.0033956000000000004,0.0033956000000000004
"('~', 0, '<built-in method torch._C._is_tracing>')",96,0.00045490000000000005,0.00045490000000000005
"('~', 0, '<built-in method torch._C._get_cudnn_enabled>')",24,3.09e-05,3.09e-05
"('~', 0, '<built-in method torch._C._has_torch_function>')",8,4.3e-06,4.3e-06
"('~', 0, '<built-in method torch._C._has_torch_function_unary>')",91,0.0001387,0.0001387
"('~', 0, '<built-in method torch._C._has_torch_function_variadic>')",32,4.1500000000000006e-05,4.1500000000000006e-05
"('~', 0, '<built-in method torch._C._set_grad_enabled>')",6,2.1000000000000002e-06,2.1000000000000002e-06
"('~', 0, '<built-in method torch.is_grad_enabled>')",9,4.6e-06,4.6e-06
"('~', 0, '<built-in method torch._C._cuda_getDeviceCount>')",3,4.800000000000001e-06,4.800000000000001e-06
"('~', 0, ""<method 'dim' of 'torch._C._TensorBase' objects>"")",428,0.0002698,0.0002698
"('~', 0, ""<method 'item' of 'torch._C._TensorBase' objects>"")",254,0.00044340000000000004,0.00044340000000000004
"('~', 0, ""<method 'numel' of 'torch._C._TensorBase' objects>"")",19,2.8000000000000003e-05,2.8000000000000003e-05
"('~', 0, ""<method 'requires_grad_' of 'torch._C._TensorBase' objects>"")",246,7.61e-05,7.61e-05
"('~', 0, ""<method 'size' of 'torch._C._TensorBase' objects>"")",300,0.0007387,0.0007387
"('~', 0, ""<method 'to' of 'torch._C._TensorBase' objects>"")",120,0.0016731,0.0016731
"('~', 0, ""<method 'add_' of 'torch._C._TensorBase' objects>"")",492,0.0031842000000000003,0.0031842000000000003
"('~', 0, ""<method 'addcdiv_' of 'torch._C._TensorBase' objects>"")",246,0.0015817000000000001,0.0015817000000000001
"('~', 0, ""<method 'addcmul_' of 'torch._C._TensorBase' objects>"")",246,0.0013683,0.0013683
"('~', 0, ""<method 'clamp' of 'torch._C._TensorBase' objects>"")",8,0.00030900000000000003,0.00030900000000000003
"('~', 0, ""<method 'expand_as' of 'torch._C._TensorBase' objects>"")",72,0.0009841000000000001,0.0009841000000000001
"('~', 0, ""<method 'index_select' of 'torch._C._TensorBase' objects>"")",48,0.8305479,0.8305479
"('~', 0, ""<method 'max' of 'torch._C._TensorBase' objects>"")",16,0.0045415,0.0045415
"('~', 0, ""<method 'mul_' of 'torch._C._TensorBase' objects>"")",738,0.006407400000000001,0.006407400000000001
"('~', 0, ""<method 'new_ones' of 'torch._C._TensorBase' objects>"")",8,0.0044156,0.0044156
"('~', 0, ""<method 'new_zeros' of 'torch._C._TensorBase' objects>"")",72,0.6411289,0.6411289
"('~', 0, ""<method 'scatter_add_' of 'torch._C._TensorBase' objects>"")",64,3.7334828000000004,3.7334828000000004
"('~', 0, ""<method 'scatter_reduce_' of 'torch._C._TensorBase' objects>"")",8,0.9443575000000001,0.9443575000000001
"('~', 0, ""<method 'sqrt' of 'torch._C._TensorBase' objects>"")",246,0.0012476000000000002,0.0012476000000000002
"('~', 0, ""<method 'unbind' of 'torch._C._TensorBase' objects>"")",4,0.0001252,0.0001252
"('~', 0, ""<method 'view' of 'torch._C._TensorBase' objects>"")",120,0.0033687,0.0033687
