2,8,92.467995,59.649734
2,16,92.34407,63.51264
2,32,92.68259,66.86492
3,8,92.53592,64.75567
3,16,92.362175,65.42287
3,32,93.01355,67.192474
4,8,92.33476,63.936493
4,16,92.84878,65.11586
4,32,92.47205,67.20158
