epoch,train_node_loss,train_net_loss,val_node_loss,val_net_loss,gpu_peak_memory
0,361.8091812133789,684.3854431152344,178.42613220214844,549.6956176757812,8877.712890625
1,346.9643325805664,661.7742370605469,169.28988647460938,531.18603515625,15602.04638671875
2,333.19397125244143,641.6712219238282,159.9366912841797,511.7870788574219,15601.93798828125
3,319.1746520996094,618.5794921875,151.41693115234375,490.5169677734375,15601.87353515625
4,305.10432586669924,594.0564636230469,143.35345458984375,467.1290588378906,15601.92919921875
5,290.1573959350586,567.5628112792969,134.93447875976562,441.8084716796875,15601.95849609375
6,275.5508544921875,539.2354858398437,126.58443450927734,413.9592590332031,15602.04052734375
7,260.4272857666016,506.059521484375,118.516845703125,384.42034912109375,15601.69189453125
8,243.9665771484375,472.39637451171876,111.26901245117188,352.6007080078125,15602.14306640625
9,228.7272720336914,436.01409301757815,104.78294372558594,319.1905212402344,15601.99072265625
10,215.72626800537108,398.4549621582031,99.40336608886719,284.3010559082031,15602.13427734375
11,199.33561248779296,357.9030395507813,95.983642578125,248.84117126464844,15602.24267578125
12,187.96332397460938,318.4186279296875,94.30799102783203,213.4155731201172,15602.08447265625
13,175.3301124572754,277.2347869873047,94.69210052490234,179.39730834960938,15601.90576171875
14,169.97229919433593,239.0040283203125,97.34778594970703,147.96022033691406,15601.88818359375
15,162.8683723449707,202.6047706604004,101.743896484375,120.54582214355469,15602.02001953125
16,155.69950408935546,169.7914695739746,105.91258239746094,96.94640350341797,15602.04931640625
17,154.84545974731446,142.01786994934082,110.61032104492188,77.37298583984375,15601.93212890625
18,152.9094436645508,114.10806732177734,114.13029479980469,67.21855163574219,15602.17236328125
19,152.4881675720215,102.65587463378907,117.83108520507812,64.40042877197266,15602.10205078125
20,152.48520278930664,92.83462944030762,120.12542724609375,65.76824951171875,15602.08447265625
21,153.2292167663574,92.06522140502929,123.25289916992188,69.1234359741211,15602.17529296875
22,153.15191726684571,91.98644485473633,122.7666015625,71.75200653076172,15601.90869140625
23,153.04094543457032,92.55013427734374,123.19879913330078,72.76306915283203,15602.16943359375
24,152.85166015625,92.31850891113281,122.4584732055664,71.75364685058594,15602.02587890625
25,153.1176872253418,91.82175140380859,120.39884948730469,70.24236297607422,15601.97607421875
26,153.16040573120117,91.63255615234375,119.07373809814453,68.07630157470703,15601.99365234375
27,152.80053329467773,91.34960327148437,119.24742126464844,67.7261734008789,15601.86767578125
28,152.83022232055663,91.43944702148437,118.68669128417969,66.86370086669922,15601.95556640625
29,152.6536834716797,91.50824394226075,118.63359069824219,66.31666564941406,15602.14306640625
30,152.63287048339845,92.00998916625977,119.0703353881836,68.01052856445312,15601.87646484375
31,152.56396560668946,91.78576278686523,119.46370697021484,68.99642944335938,15601.88525390625
