epoch,train_node_loss,train_net_loss,val_node_loss,val_net_loss,gpu_peak_memory
0,356.5784118652344,675.0569091796875,173.81349182128906,534.6148681640625,10175.31494140625
1,340.15247802734376,642.1737487792968,163.20944213867188,508.285888671875,17992.150390625
2,322.2961135864258,611.5687438964844,151.69439697265625,479.34722900390625,17992.025390625
3,303.02906341552733,578.7180114746094,140.5933074951172,445.22015380859375,17992.044921875
4,283.89737701416016,538.7673461914062,129.29678344726562,405.7149963378906,17992.267578125
5,262.71582183837893,491.55323486328126,118.15975952148438,362.0703125,17992.162109375
6,241.14374084472655,443.4734283447266,108.12377166748047,314.2090759277344,17991.98828125
7,222.1608871459961,384.9875213623047,99.92142486572266,263.924072265625,17991.9453125
8,199.51804809570314,327.2360321044922,95.21749877929688,213.88095092773438,17992.11328125
9,180.3816925048828,270.78870697021483,94.39718627929688,166.84649658203125,17992.03125
10,167.0909294128418,215.75707092285157,97.76046752929688,126.00180053710938,17991.982421875
11,160.95378036499022,170.7808090209961,105.64628601074219,93.94620513916016,17991.96875
12,153.9187026977539,136.75088348388672,114.17735290527344,73.36382293701172,17992.056640625
13,153.68150482177734,106.1277862548828,122.87167358398438,65.21210479736328,17991.853515625
14,153.5823631286621,97.45182304382324,127.79798126220703,65.67146301269531,17991.91015625
15,154.1101272583008,93.07675018310547,130.3606414794922,70.55565643310547,17991.947265625
16,153.56830825805665,93.8484603881836,127.27654266357422,75.13264465332031,17991.935546875
17,153.7189483642578,93.4349868774414,121.61299896240234,74.83319854736328,17992.083984375
18,153.23605194091797,93.40294036865234,117.78559112548828,72.60964965820312,17992.099609375
19,152.74455718994142,92.31883010864257,118.09056854248047,70.4013671875,17992.08203125
20,152.7343849182129,92.09739837646484,117.64607238769531,68.1462173461914,17992.12109375
21,152.81920928955077,93.27916107177734,119.04080200195312,66.20332336425781,17992.1328125
22,153.28156585693358,92.04757614135742,116.8899154663086,68.28236389160156,17992.15625
23,153.36736297607422,91.89326782226563,120.65633392333984,68.76449584960938,17992.0703125
24,152.74127426147462,91.91240997314453,119.76426696777344,68.99811553955078,17992.19921875
25,152.7386360168457,92.30596542358398,118.54605102539062,67.21959686279297,17991.984375
